Quality,Angle,Distance,Time
30,192.609375,2408.25,93.443475
31,194.90625,2411.5,93.443541
30,197.140625,2418.75,93.443606
31,199.421875,2434,93.443672
28,201.6875,2446.25,93.443738
27,204.046875,2464.75,93.443804
26,206.3125,2485.25,93.44387
25,208.578125,2522,93.443939
24,210.84375,2553.25,93.444005
25,213.140625,2595.75,93.444073
24,215.421875,2634.25,93.444138
23,217.6875,2680,93.444205
14,220,2520.25,93.44427
17,222.3125,2347.5,93.446635
18,224.65625,2204.25,93.446701
20,226.890625,2070.5,93.446768
21,229.234375,1964,93.446834
22,231.546875,1863.5,93.446906
22,233.84375,1783.75,93.446972
23,236.15625,1713.5,93.447038
21,238.484375,1642.5,93.447104
27,240.78125,1587,93.44717
25,243.03125,1540,93.447235
29,245.34375,1491.25,93.4473
26,247.640625,1454.5,93.447365
28,249.9375,1411,93.44743
32,252.234375,1380.75,93.447494
27,254.59375,1354,93.44756
29,256.859375,1325.5,93.447625
30,259.15625,1303.5,93.447692
30,261.453125,1285.25,93.447757
31,263.765625,1263.25,93.447823
32,266.046875,1250.75,93.447888
30,268.28125,1237.5,93.447953
32,270.5625,1227,93.448018
34,272.859375,1219.25,93.448083
34,275.078125,1212.5,93.448148
34,277.4375,1207.75,93.448213
31,279.6875,1204,93.44828
31,281.96875,1203.75,93.448344
31,283.796875,1205,93.448412
31,286.03125,1205.75,93.448478
35,288.34375,1211.5,93.448544
34,290.578125,1217.5,93.44861
32,292.90625,1225,93.448675
31,295.109375,1234,93.44874
32,297.453125,1245.75,93.448805
31,299.546875,1257.75,93.448871
27,301.796875,1277,93.448936
31,304.078125,1296.5,93.449001
31,306.28125,1317.75,93.449066
28,308.515625,1339.25,93.449132
27,310.765625,1368,93.451559
32,313.0625,1397.75,93.451747
26,315.234375,1432.75,93.451848
25,317.46875,1472,93.451931
25,319.78125,1515.25,93.451997
23,321.984375,1567,93.452065
27,324.390625,1615,93.452132
25,326.625,1678,93.452199
26,328.859375,1707.75,93.452264
21,331.21875,1641.5,93.45233
26,333.515625,1586.75,93.452396
26,335.8125,1541.25,93.452462
30,338.078125,1496.5,93.452527
26,340.375,1458.25,93.452593
28,342.6875,1424,93.452658
33,345,1392,93.452723
29,347.40625,1365.75,93.452788
29,349.625,1339.75,93.452854
31,351.921875,1318.75,94.038415
30,354.296875,1298.75,94.038668
32,30.875,1286.5,94.038746
31,33.140625,1300,94.038817
31,35.4375,1319.5,94.038884
30,37.734375,1339,94.038952
28,40,1366.5,94.03902
32,42.203125,1391.25,94.039084
30,44.53125,1423.25,94.039156
25,46.71875,1457.25,94.039222
30,48.984375,1493,94.039293
26,51.28125,1533,94.03936
28,53.515625,1581.25,94.039426
22,55.78125,1638.5,94.039493
27,58.046875,1696.5,94.039559
27,60.234375,1697.25,94.039624
24,62.546875,1633.25,94.039692
27,64.859375,1582.25,94.039759
26,67.1875,1529.5,94.039832
30,69.5,1488,94.039901
26,71.78125,1445.75,94.039966
30,74.078125,1409,94.040034
31,76.34375,1380.5,94.040101
26,78.640625,1353.5,94.040169
30,80.921875,1324.75,94.040234
30,83.328125,1307.25,94.040301
31,85.5625,1286.75,94.040366
32,87.859375,1269.75,94.040435
32,90.15625,1253.25,94.040502
27,137.796875,1426.25,94.040571
25,140.078125,1464.75,94.040639
25,142.34375,1504.5,94.040705
25,144.59375,1549.75,94.040774
27,146.8125,1601,94.04084
25,149.03125,1661.25,94.040906
23,151.296875,1721.25,94.040973
23,153.546875,1789.5,94.041043
22,155.9375,1865.75,94.041109
21,158.15625,1964.5,94.041187
20,160.40625,2066.5,94.041253
18,162.65625,2185,94.041319
17,164.9375,2326.5,94.041385
16,167.1875,2482.5,94.041452
15,169.40625,2671,94.041519
24,171.703125,2640.75,94.041587
26,173.984375,2602.5,94.041656
25,176.265625,2562.75,94.041724
25,178.59375,2527,94.041798
27,180.796875,2492.25,94.041863
26,183.0625,2469.5,94.041933
28,185.375,2447.75,94.042
29,187.640625,2435.75,94.042066
30,189.921875,2423.5,94.042132
30,192.203125,2414.75,94.042199
31,194.5,2408.5,94.042265
30,196.78125,2411.25,94.04233
30,199.03125,2409.75,94.042396
31,201.34375,2418.25,94.042462
30,203.65625,2432.5,94.042529
29,205.9375,2439.75,94.042608
28,208.234375,2454.5,94.042704
27,210.5,2477.75,94.042771
27,212.78125,2506.5,94.042837
23,215.078125,2539,94.048418
26,217.328125,2581,94.048527
26,219.609375,2623.5,94.048604
25,221.90625,2664.5,94.048672
16,224.203125,2603.25,94.048739
16,226.484375,2418.75,94.048808
16,228.734375,2262.75,94.048875
17,231.09375,2126.5,94.048942
19,233.34375,2012.25,94.049007
19,235.71875,1906.75,94.049076
21,244.859375,1642.75,94.049142
27,247.140625,1588,94.049214
26,249.46875,1537,94.049281
29,251.734375,1492,94.049353
25,254.03125,1455.75,94.04942
28,256.296875,1413.75,94.049489
32,258.609375,1381.75,94.049557
29,260.921875,1354.5,94.049624
29,263.21875,1328.5,94.04969
30,265.53125,1306.5,94.049757
30,267.828125,1286,94.049824
31,351.953125,1380,94.403267
29,354.234375,1355.25,94.403503
31,356.515625,1332.5,94.403597
30,358.8125,1310.5,94.403668
31,1.109375,1293.5,94.403743
27,3.453125,1279.75,94.403808
32,5.75,1263,94.403877
33,7.984375,1252.5,94.403942
33,10.328125,1243.5,94.404008
30,12.546875,1238,94.404077
32,14.828125,1233.75,94.412003
32,17.1875,1229.75,94.412074
32,19.40625,1230.25,94.41214
32,21.71875,1230.25,94.412209
32,97,1246.25,94.412277
31,99.328125,1234.5,94.412342
32,101.578125,1225.75,94.412409
34,103.890625,1220,94.412477
35,106.1875,1214,94.41255
35,108.375,1213,94.412615
35,110.65625,1209.25,94.412684
35,112.953125,1212,94.41275
35,115.21875,1214,94.412818
34,117.484375,1220.25,94.412885
32,119.734375,1225.5,94.412953
31,121.953125,1234,94.41302
33,124.25,1247,94.413088
33,126.53125,1259,94.413154
27,128.765625,1274,94.413219
31,131.046875,1292.25,94.413291
31,133.28125,1314,94.413358
30,203.828125,2411,94.413425
30,206.09375,2414.25,94.413491
30,208.40625,2422.5,94.413558
29,210.671875,2436.25,94.413624
28,212.9375,2446.75,94.413692
26,215.203125,2467.5,94.413758
26,217.53125,2489.75,94.413836
25,219.78125,2523,94.413904
25,222.078125,2560.75,94.413975
25,224.34375,2601.75,94.414046
25,226.5625,2641.75,94.414112
23,228.796875,2686.25,94.414178
15,231.140625,2517.75,94.414244
17,233.46875,2346.5,94.414311
18,235.75,2206,94.414377
20,238.0625,2072,94.414442
21,240.390625,1965.75,94.414508
21,242.71875,1866,94.414575
21,245.015625,1787.25,94.414641
24,247.375,1714.25,94.414709
23,249.671875,1653.5,94.414776
28,251.9375,1596,94.414842
25,254.25,1542.5,94.414909
29,256.578125,1496.75,94.414973
26,258.84375,1457.25,94.415041
28,261.1875,1418,94.415108
32,263.4375,1388.75,94.415177
29,265.765625,1356.5,94.415242
29,268,1332.5,94.41876
29,270.3125,1308.75,94.438847
30,272.65625,1287.75,94.439041
27,274.953125,1270.75,94.439124
32,277.25,1256,94.439194
33,279.5,1243,94.439262
31,281.78125,1230.75,94.43933
33,284.125,1223.5,94.439397
33,286.390625,1218,94.439462
34,288.671875,1213,94.439529
35,290.953125,1212,94.439596
35,293.234375,1212.25,94.439663
35,295.46875,1212.75,94.439729
34,297.796875,1214.25,94.439796
33,299.921875,1220.75,94.439862
31,302.203125,1226,94.43993
32,304.46875,1237.25,94.440001
32,306.65625,1249.75,94.440113
32,308.90625,1261.75,94.440203
26,311.171875,1277.75,94.440272
30,313.46875,1297.25,94.44034
30,315.71875,1318.25,94.440409
29,317.90625,1341,94.440477
28,320.140625,1368.25,94.440543
31,322.375,1398,94.440609
27,324.78125,1431.25,94.440674
25,327.03125,1474.5,94.440741
25,329.296875,1514.25,94.44081
24,331.609375,1557.5,94.440878
27,333.828125,1611.5,94.440945
26,336.0625,1667,94.441012
24,338.328125,1713.5,94.441078
24,340.609375,1654.5,94.441144
28,342.953125,1599.25,94.44121
25,345.21875,1545.25,94.441276
25,347.546875,1503.25,94.441346
25,349.875,1461.25,95.174631
28,352.234375,1426.25,95.174966
33,354.546875,1393,95.17509
28,356.796875,1367.5,95.175169
28,359.09375,1343.75,95.175244
30,1.421875,1319.25,95.175316
29,3.75,1302.5,95.175384
26,67.109375,1681.25,95.175452
26,69.375,1703.75,95.175628
22,71.65625,1640,95.175705
26,73.953125,1583.25,95.175774
25,76.28125,1530,95.175841
31,78.546875,1488.5,95.175909
27,80.875,1449,95.175976
30,83.265625,1411.75,95.176041
31,85.5625,1379,95.176108
28,87.828125,1350.25,95.176174
31,90.125,1324.5,95.176242
30,92.46875,1302.75,95.17631
30,94.71875,1285,95.176376
32,97,1264,95.176444
32,99.359375,1251,95.176508
31,101.609375,1238.75,95.176574
31,103.90625,1229.5,95.176639
33,106.21875,1221,95.176708
34,108.375,1214.75,95.176773
35,110.6875,1212.5,95.176839
35,112.953125,1208.25,95.176903
35,115.234375,1210.25,95.17697
35,117.453125,1211.75,95.177036
34,119.8125,1212.75,95.177103
34,122,1221,95.177167
32,124.328125,1228.25,95.177232
31,126.546875,1237,95.1773
31,128.8125,1250,95.177365
32,131.046875,1262.25,95.17743
31,133.34375,1281,95.177498
31,135.65625,1299,95.177569
31,137.90625,1320,95.177677
29,140.125,1341.75,95.177743
27,142.40625,1370.25,95.177808
32,144.640625,1404.75,95.177877
28,146.90625,1433.25,95.177943
31,149.140625,1475.75,95.178011
26,151.40625,1516.75,95.178078
23,153.609375,1565.25,95.178144
27,156.015625,1616.25,95.178209
26,158.21875,1679.5,95.178276
24,160.53125,1739.5,95.178342
24,162.78125,1817.5,95.178408
22,165.03125,1897.75,95.178475
20,167.28125,1993.5,95.17854
19,169.515625,2101,95.178606
17,171.734375,2232.5,95.178671
17,174.03125,2381,95.179626
15,176.25,2552,95.179704
22,178.515625,2672,95.179772
25,180.734375,2631.25,95.179838
24,183.015625,2589.75,95.179905
24,185.296875,2549.75,95.179972
26,187.59375,2517.25,95.18004
27,189.875,2485,95.18011
27,192.15625,2466.25,95.180175
28,194.4375,2446.5,95.180244
28,196.71875,2433.5,95.180309
29,199.03125,2420.25,95.180375
30,201.296875,2412.75,95.180442
31,203.609375,2410,95.180582
31,205.921875,2410.5,95.180649
31,208.171875,2414.25,95.180715
31,210.5,2422.75,95.180782
32,212.75,2436,95.180847
27,215.046875,2448,95.180917
26,217.296875,2467.75,95.180982
28,219.625,2488,95.181049
24,221.875,2521.75,95.181115
25,224.140625,2556.25,95.18118
26,226.421875,2598,95.181246
24,228.609375,2638,95.181312
23,230.90625,2682,95.181381
35,290.765625,1215.5,95.181446
35,293.046875,1214,95.181516
35,295.375,1212.75,95.181582
34,297.671875,1212.75,95.181649
35,299.75,1214.5,95.181715
34,302,1220,95.18178
31,304.3125,1225.75,95.181844
30,306.5625,1234.75,95.181909
32,308.84375,1245.5,95.181975
32,311.046875,1257,95.18204
27,313.34375,1272.5,95.182106
31,315.546875,1289.75,95.182171
30,317.828125,1309.5,95.182242
29,320.0625,1333.75,95.182308
28,322.34375,1357.5,95.182409
31,324.734375,1386,95.182496
28,326.96875,1419.25,95.182562
26,329.234375,1456.5,95.18263
28,331.5,1493.25,95.182696
25,333.71875,1538.25,95.182764
27,335.984375,1587,95.18283
21,338.21875,1644.75,95.182897
25,340.5,1708,95.182963
26,342.75,1680.75,95.183028
28,345.09375,1623.5,95.183093
33,38.09375,1251.5,95.183159
33,40.34375,1261.75,95.183224
27,42.65625,1273.5,95.18329
32,44.90625,1291.25,95.183357
31,47.25,1308.75,95.183424
30,49.421875,1329,95.183488
28,51.765625,1353.25,95.183554
33,53.96875,1379,95.18362
32,56.234375,1407,95.183687
28,58.546875,1438.75,95.183759
32,60.734375,1476.5,95.183825
26,62.96875,1516.25,95.183891
24,65.234375,1558.75,95.183957
28,67.4375,1611.75,95.184025
26,69.6875,1666.5,95.184091
25,71.984375,1710.5,95.184204
21,74.265625,1642.75,95.18427
27,76.609375,1587,95.184337
25,78.859375,1537.25,95.184422
30,81.21875,1491.75,95.184488
26,83.5625,1451.25,95.184554
29,85.875,1412.75,95.184621
32,88.1875,1381,95.188495
27,90.453125,1354,95.188674
30,92.734375,1328.5,95.188753
30,95.03125,1304.25,95.188825
31,97.40625,1286,95.188893
32,99.703125,1266.5,95.188961
32,101.96875,1251,95.189027
30,104.265625,1240.75,95.189093
32,106.53125,1229.25,95.189159
34,108.765625,1221.25,95.189229
35,111.09375,1214,95.189295
35,113.3125,1211.5,95.189361
27,145.40625,1353.75,95.18944
33,147.640625,1380.5,95.189506
30,149.90625,1409.5,95.189577
26,152.09375,1450.25,95.189642
30,154.34375,1490,95.189711
26,156.78125,1529.5,95.189776
26,159,1584,95.189842
22,161.265625,1638.5,95.189905
26,163.515625,1703.75,95.189972
21,165.78125,1766,95.190037
23,168.015625,1843.5,95.190104
21,170.265625,1931.25,95.19017
20,172.5625,2035.75,95.190237
17,174.796875,2150.5,95.190307
16,177.03125,2283.5,95.190373
17,179.234375,2441.25,95.19044
16,181.4375,2624,95.192556
22,183.703125,2652.75,95.19266
26,186.03125,2613.5,95.192728
23,188.296875,2572,95.192819
22,190.578125,2533.75,95.192889
27,192.890625,2508.25,95.192955
27,195.171875,2476.25,95.193024
26,197.46875,2454.5,95.193091
28,199.75,2443,95.193157
29,202,2431.75,95.193222
31,204.359375,2417.75,95.193288
30,206.640625,2412.5,95.193396
31,208.921875,2409.75,95.193467
32,211.21875,2414.75,95.193535
30,213.484375,2419.25,95.1936
30,215.8125,2431,95.193666
29,218.0625,2444.5,95.193731
28,220.359375,2455.75,95.193798
25,222.640625,2478.25,95.193863
26,224.90625,2507.5,95.19393
23,227.140625,2540,95.193995
25,229.390625,2573.5,95.194062
25,231.6875,2620.25,95.194128
25,233.9375,2654.75,95.194198
15,236.234375,2649,95.195903
17,238.546875,2467,95.195976
18,240.875,2303.25,95.196043
16,243.203125,2159.25,95.196109
19,245.484375,2039.75,95.196175
20,247.796875,1937.5,95.196241
23,250.140625,1844.5,95.196308
21,252.453125,1766,95.196374
26,254.71875,1703.5,95.196441
22,257.09375,1637.75,95.196507
25,259.359375,1582.5,95.196573
25,261.703125,1529.5,95.196639
31,264.015625,1488,95.196707
26,266.265625,1448.75,95.196776
28,268.578125,1409.25,95.196844
30,270.859375,1379.25,95.19691
26,273.234375,1353.5,95.196979
31,275.546875,1327.75,95.197045
30,277.8125,1306,95.198438
31,280.125,1286.25,95.213154
31,282.453125,1269.5,95.21382
32,284.671875,1253.25,95.214202
32,287,1242.75,95.214404
31,289.25,1231.5,95.214541
31,291.5625,1225,95.221593
34,293.8125,1220.25,95.22204
35,296.140625,1214.75,95.222199
34,298.40625,1214.25,95.222338
35,300.546875,1213.75,95.222485
34,302.84375,1215,95.22262
34,305.09375,1221,95.222757
31,307.40625,1225.75,95.222892
32,309.578125,1234.25,95.223026
32,311.828125,1243.75,95.223158
32,314.109375,1256.75,95.223292
27,316.4375,1271.25,95.223428
31,318.640625,1288.25,95.223567
30,320.9375,1308.25,95.223704
29,323.28125,1329.25,95.223809
29,325.5625,1355.5,95.22401
33,327.78125,1382.5,95.224078
29,330.046875,1414,95.224145
25,332.328125,1451,95.224213
29,334.578125,1490,95.226944
25,336.859375,1530.25,95.227027
26,339.078125,1583.75,95.227101
21,341.328125,1638,95.227169
26,343.578125,1702.5,95.227281
26,345.859375,1692.25,95.227359
27,348.203125,1625.5,95.227433
26,350.546875,1572.5,95.797635
25,352.84375,1528,95.797929
30,9.234375,1318.75,95.798022
31,11.515625,1299.5,95.79809
31,13.8125,1282.5,95.798158
32,16.109375,1267.25,95.798231
33,18.4375,1255.75,95.798301
32,20.765625,1248.25,95.798371
31,23,1238.25,95.798441
33,25.34375,1231,95.798507
32,27.609375,1228.5,95.798574
32,29.828125,1225.75,95.798644
32,32.109375,1227.75,95.798709
32,34.453125,1229.25,95.798781
31,36.703125,1232.75,95.798859
31,39.0625,1238.25,95.79893
33,41.328125,1246.5,95.798999
33,43.578125,1257.25,95.799068
32,45.796875,1270.25,95.799135
32,48.078125,1283.25,95.799202
31,50.421875,1298.5,95.79927
31,52.6875,1318.75,95.799337
29,54.9375,1340.5,95.799403
29,57.1875,1368.5,95.799468
33,59.390625,1393.75,95.799537
28,61.59375,1425.5,95.799603
26,63.875,1460,95.799668
30,66.109375,1498.25,95.799748
25,68.40625,1543.25,95.799825
28,70.65625,1589.25,95.799894
21,72.90625,1642.25,95.79996
26,75.109375,1708.5,95.800026
25,77.4375,1661,95.800091
29,79.75,1602.5,95.800156
25,82.0625,1550.75,95.80022
25,84.390625,1503.75,95.800287
25,86.671875,1467,95.800355
28,89,1425,95.80042
32,91.328125,1390.5,95.800484
28,93.640625,1358,95.800551
31,95.921875,1333.5,95.800616
31,98.203125,1308.5,95.800682
31,100.546875,1287.75,95.800764
27,102.8125,1271.25,95.80083
32,105.15625,1255,95.800896
30,107.328125,1241.75,95.800961
32,109.59375,1229.75,95.801029
34,111.90625,1221.75,95.801094
34,114.203125,1214.25,95.801648
35,116.40625,1210.75,95.80174
35,118.71875,1207.75,95.801808
31,121.046875,1204.5,95.801875
31,123.234375,1204.5,95.801941
35,116.609375,1211.5,95.802006
35,118.890625,1208,95.802072
31,121.1875,1204,95.802137
31,123.40625,1204,95.802272
31,125.6875,1204.75,95.80234
35,127.953125,1211,95.802413
35,130.21875,1214,95.802482
34,132.484375,1221.75,95.802548
31,134.796875,1232.75,95.802617
33,137.078125,1245.25,95.802683
32,139.3125,1259.5,95.80275
27,141.609375,1273.5,95.802816
31,143.890625,1293.25,95.802884
31,146.0625,1314.75,95.802951
29,148.34375,1338.25,95.803017
28,150.640625,1367.25,95.803083
29,220.734375,2434.25,95.803149
27,223,2444,95.803216
28,225.3125,2459,95.80328
26,227.484375,2481.75,95.803346
25,229.75,2512.25,95.803412
24,232.046875,2546,95.803478
25,234.28125,2583.25,95.803543
25,236.5625,2624.5,95.803612
24,238.8125,2667,95.803678
14,241.09375,2636,95.803747
17,243.4375,2448,95.803856
16,245.734375,2292.5,95.803925
17,248.0625,2152.75,95.803991
30,327.375,1325,95.804057
27,329.59375,1353.25,95.804122
30,331.859375,1377.5,95.804188
30,334.0625,1408,95.804254
27,336.3125,1443.5,95.80432
32,338.625,1483.25,95.804386
26,340.890625,1523,95.804451
22,343.0625,1567.75,95.804518
26,345.34375,1625.25,95.804585
26,347.65625,1683.5,95.804651
26,349.90625,1704.75,97.361096
22,352.234375,1642,97.361314
28,354.515625,1585.75,97.361402
25,356.8125,1532.25,97.36147
28,359.09375,1492,97.361543
28,73.578125,1583.5,97.361608
22,75.8125,1643,97.361677
27,78.078125,1705.75,97.361744
25,80.390625,1660.75,97.361815
28,82.703125,1601.5,97.361984
25,85,1547.25,97.362061
25,87.328125,1503.75,97.362129
25,89.640625,1460,97.362195
28,91.953125,1424,97.362261
32,94.234375,1390,97.362328
28,96.5,1360.5,97.362395
31,98.8125,1332.25,97.36246
30,101.15625,1308.5,97.362526
31,103.453125,1287.5,97.362592
30,105.765625,1270.5,97.36266
32,107.9375,1254.25,97.362726
30,110.25,1241,97.362795
32,112.53125,1228.75,97.362863
33,114.78125,1220.5,97.362928
34,117.0625,1212.75,97.362995
35,119.359375,1207.75,97.36306
31,121.5625,1205,97.363131
18,180.296875,2131.25,97.363196
16,182.53125,2265.75,97.363264
16,184.765625,2421.5,97.36333
15,187.015625,2594.5,97.363397
24,189.296875,2664.25,97.363464
26,191.578125,2623.5,97.363532
20,193.859375,2577.25,97.363597
24,196.15625,2544.25,97.363665
24,198.421875,2510.5,97.363731
27,200.75,2480.5,97.363797
28,203.0625,2459.5,97.363863
28,205.34375,2444,97.363928
30,207.625,2433.5,97.363996
30,209.96875,2420.5,97.364061
31,212.203125,2414.5,97.364129
30,214.515625,2415,97.364196
32,216.796875,2416.5,97.364263
30,219.078125,2422,97.364342
30,221.34375,2433.75,97.364409
29,223.65625,2442.5,97.364475
27,225.953125,2456.25,97.364541
27,228.140625,2478.25,97.364608
27,288.625,1279.5,97.364675
32,290.875,1261.75,97.364778
33,293.140625,1250.25,97.388597
31,295.421875,1238,97.390016
31,297.75,1229.75,97.390248
32,299.921875,1225.25,97.390464
33,302.15625,1220.5,97.390696
33,304.46875,1220,97.390952
34,306.71875,1216.75,97.391197
34,309,1220.25,97.391404
34,311.203125,1222.25,97.391602
32,313.53125,1228.75,97.39181
32,315.734375,1234.5,97.392014
33,318.0625,1246.5,97.39222
32,320.265625,1256.5,97.39242
27,322.578125,1271.5,97.392659
32,34.390625,1226.5,97.392891
34,36.765625,1223.25,97.393095
34,39.0625,1223,97.393338
32,41.359375,1227.75,97.393537
32,43.578125,1229.5,97.393768
32,45.875,1236.75,97.393938
33,48.171875,1243,97.394069
33,50.421875,1252.75,97.394197
32,52.78125,1264.25,97.394262
27,54.96875,1280.5,97.394329
32,57.28125,1297.25,97.394394
32,59.5,1314.5,97.394461
30,61.734375,1337.75,97.394525
29,64,1364.75,97.394592
33,66.265625,1391.25,97.394658
29,68.5,1419.75,97.394725
27,70.796875,1456.75,97.39479
31,73.015625,1492.25,97.394856
26,75.265625,1533,97.394927
26,77.5,1581.75,97.394992
22,79.765625,1640.75,97.395067
27,82,1703.25,97.395133
24,84.390625,1660.75,97.395209
28,86.703125,1601.75,97.395274
25,89,1550.5,97.395341
25,91.3125,1502.75,97.395404
26,93.65625,1459.25,97.39547
28,95.9375,1420.25,97.395536
32,98.25,1389.25,97.395602
29,100.546875,1357.5,97.395667
30,102.859375,1332.5,97.395733
30,105.125,1307.25,97.395799
30,107.359375,1287,97.395863
31,109.71875,1267.25,97.39593
32,111.953125,1251.75,97.395995
30,114.28125,1238.25,97.396061
32,116.53125,1226.75,97.396126
34,118.859375,1217.5,97.396275
35,121.140625,1211.75,97.396352
32,142.015625,1229.25,97.396427
30,144.234375,1242,97.396493
32,146.515625,1255.5,97.39656
27,148.8125,1271.75,97.396625
32,151.03125,1291.5,97.396692
29,153.28125,1311.25,97.396757
30,155.703125,1335.25,97.396823
29,157.9375,1366.25,97.396894
32,160.234375,1395.5,97.398855
28,162.484375,1426.75,97.39901
25,164.734375,1469.5,97.39909
25,166.953125,1506.25,97.399158
24,169.25,1556,97.399235
27,171.453125,1610.5,97.399317
25,173.71875,1673.5,97.399383
23,176.03125,1730.5,97.39946
22,178.21875,1805.75,97.399526
21,180.4375,1887.75,97.399594
19,182.65625,1989.75,97.399659
18,184.875,2093.25,97.399726
17,187.15625,2228.25,97.399792
16,189.390625,2374,97.399857
15,191.609375,2545.5,97.399923
23,193.875,2676.25,97.399988
25,196.171875,2634.25,97.400054
23,198.4375,2594.25,97.400123
25,200.71875,2555,97.40019
25,203.078125,2523.5,97.400254
27,205.359375,2491,97.400321
26,207.65625,2468.5,97.400386
28,209.953125,2447.5,97.400457
29,212.21875,2437.75,97.400522
16,248.390625,2622.5,97.400598
17,250.6875,2438.5,97.400673
16,252.96875,2274,97.400741
17,255.3125,2144.5,97.400807
20,257.609375,2024.25,97.400872
19,259.9375,1921.75,97.400939
22,262.265625,1835.5,97.401004
21,264.53125,1759.25,97.401071
25,266.84375,1693.75,97.401136
26,269.171875,1626.75,97.401203
24,271.484375,1573.25,97.40127
25,273.796875,1527.5,97.401337
29,276.125,1487.25,97.401405
27,278.453125,1444,97.401472
29,280.75,1409.25,97.401538
30,283.0625,1379,97.401603
27,285.296875,1353.75,97.401674
30,287.609375,1328.25,97.401739
30,289.9375,1307.75,97.401815
31,292.234375,1287,97.401881
26,294.53125,1271.75,97.401961
32,296.8125,1256.75,97.402026
33,299.078125,1246.25,97.402102
31,301.171875,1237.25,97.402171
31,303.46875,1228.75,97.402237
33,305.765625,1222.5,97.402303
33,308.03125,1221,97.402369
34,310.34375,1220.5,97.402435
33,312.578125,1220.75,97.4025
32,314.828125,1224.5,97.402566
32,317.078125,1226.5,97.402632
31,319.390625,1233.25,97.402698
33,321.59375,1243,97.402763
32,323.984375,1253,97.40283
31,326.3125,1264.5,97.402895
31,328.5625,1282.5,97.402968
26,355.984375,1703.5,97.403034
26,358.296875,1690.75,97.403109
27,0.609375,1627,97.403184
26,2.859375,1572,97.403249
26,5.1875,1526.75,97.403314
28,7.546875,1479.75,97.403377
27,9.875,1443,97.403442
32,12.171875,1407.5,97.403505
32,14.40625,1380.25,97.403586
28,16.78125,1352.5,97.40365
30,19.09375,1327.25,97.403716
30,21.390625,1306.25,97.403781
31,23.625,1287.75,97.403847
27,25.953125,1271.5,97.404043
32,28.21875,1257,97.404111
32,30.515625,1246,97.404178
31,32.84375,1238,97.404262
31,35.171875,1230,97.404384
32,37.5,1226.25,97.404482
34,39.75,1222.5,97.404577
34,42.03125,1221.5,97.404669
33,44.359375,1222.25,97.404735
32,46.578125,1227.75,97.404801
32,48.90625,1229.5,97.404867
30,51.125,1237.75,97.404932
32,53.484375,1246.25,97.404997
33,55.734375,1256.25,97.405062
32,58.046875,1270.5,97.405128
32,60.140625,1286.75,97.405193
32,62.421875,1305.75,97.405261
31,64.65625,1324.75,97.405327
28,66.96875,1348.5,97.405394
28,69.1875,1373.5,97.405459
32,71.515625,1402.75,97.405525
28,73.71875,1434.25,97.405589
30,76,1475.5,97.405661
26,78.234375,1510.5,97.405724
24,80.453125,1557.25,97.4058
28,82.71875,1610.25,97.405875
26,85,1661,97.405941
26,87.328125,1695,97.406005
26,89.625,1626.5,97.40607
32,103.921875,1379.5,97.406136
27,106.265625,1351.75,97.406203
31,108.46875,1323.5,97.40627
30,110.765625,1298.25,97.406334
26,113.046875,1278,97.406401
32,115.296875,1261,97.406472
32,117.65625,1246.75,97.406538
31,119.875,1233.75,97.406664
31,122.21875,1223.75,97.406732
35,124.484375,1213.5,97.406798
35,126.71875,1208.5,97.406869
31,128.96875,1203.5,97.406935
31,131.328125,1201.75,97.40701
31,133.59375,1198.75,97.407075
31,135.9375,1201,97.407152
31,138.140625,1203.25,97.407217
35,140.390625,1208,97.407283
35,142.703125,1214.25,97.407348
34,144.984375,1222,97.407414
32,147.28125,1236,97.407479
33,149.46875,1249,97.407545
31,151.75,1262.5,97.40761
30,154.03125,1281.5,97.407673
30,156.375,1300.25,97.407767
31,158.640625,1321.25,97.407858
27,160.96875,1352.25,97.407954
31,163.265625,1379.25,97.408022
30,165.484375,1412.5,97.408088
26,167.765625,1446.5,97.408161
29,170,1490,97.408226
26,172.234375,1532.5,97.408299
24,208.96875,2516.25,97.408376
26,211.25,2483.75,97.408443
27,213.515625,2465.75,97.408508
26,215.84375,2447.75,97.408573
29,218.09375,2437.75,97.40864
30,220.40625,2424.25,97.408705
30,222.703125,2420.5,97.408771
31,225,2418.25,97.408836
30,227.171875,2421.25,97.408901
31,229.46875,2424.25,97.408967
31,231.71875,2435.75,97.409065
29,234,2446.5,97.410742
27,236.296875,2459.75,97.410833
28,238.59375,2482.5,97.410916
26,240.828125,2512.25,97.410983
25,243.109375,2548,97.411068
26,245.375,2584.75,97.411154
25,247.671875,2615.75,97.41122
33,316.671875,1222,97.411287
34,318.875,1223,97.411353
32,321.15625,1226.75,97.411419
32,323.609375,1230.5,97.411484
31,325.890625,1239.5,97.411551
32,328.140625,1249.25,97.411616
32,330.359375,1260.25,97.411683
27,332.6875,1273,97.411748
31,334.9375,1289,97.411815
30,337.171875,1308.5,97.411879
29,339.453125,1329.25,97.411945
29,341.734375,1354.5,97.41201
32,344,1380,97.412076
29,346.25,1408.75,97.41214
27,348.5,1445.25,97.41221
30,350.765625,1482.75,98.731317
25,353.0625,1519,98.731561
32,63.6875,1270.5,98.731647
31,65.984375,1286.75,98.731716
31,68.25,1306.25,98.731785
31,70.5,1324.75,98.73185
29,72.765625,1349,98.731916
