Quality,Angle,Distance,Time
16,30.1875,2264,6.94577
17,32.484375,2124.5,6.945832
19,34.828125,2013.75,6.945897
19,37.15625,1909.75,6.945961
22,39.421875,1823.75,6.946024
22,41.734375,1744.75,6.946089
25,44,1680.75,6.946153
26,46.28125,1617.25,6.946219
23,48.578125,1565.75,6.946289
24,50.859375,1522,6.94637
30,53.140625,1475.75,6.946437
27,55.46875,1434.25,6.946502
32,57.703125,1400.5,6.946566
27,59.953125,1371.75,6.946634
28,62.21875,1343.75,6.946699
31,64.515625,1318.25,6.946762
30,66.78125,1297.5,6.946835
30,69.0625,1280.75,6.946905
31,71.25,1261.5,6.946968
32,73.5625,1250,6.947031
30,75.78125,1237.5,6.9471
32,78.109375,1228.75,6.947164
33,80.28125,1220.75,6.94723
34,82.59375,1213.75,6.94741
34,84.875,1209,6.947522
34,87.109375,1208.5,6.947612
34,89.375,1209,6.947681
34,91.640625,1212.25,6.94775
34,93.90625,1213.75,6.94782
11,96.46875,988,6.947899
11,99.046875,758.25,6.947963
34,87.578125,1209,6.948033
34,89.84375,1209,6.948098
35,92.109375,1212,6.948161
34,94.34375,1215,6.948241
10,96.9375,934.75,6.948305
10,99.625,727.5,6.948369
11,102.46875,590.75,6.948432
11,105.03125,500,6.948497
13,107.84375,431,6.949808
15,110.390625,381.25,6.950074
15,113.53125,340.5,6.950155
16,115.765625,309.5,6.950224
18,118.46875,284.25,6.950292
19,121.15625,263.75,6.95036
18,124.9375,247.25,6.950423
21,127.875,232.25,6.950491
20,130.125,219.5,6.950562
22,132.375,209.25,6.95063
22,134.625,199.5,6.950696
23,136.875,191.5,6.950758
22,139.140625,184.5,6.950822
23,141.40625,178.5,6.950886
23,143.65625,172.75,6.950949
24,146.40625,167.5,6.951012
23,148.65625,163.5,6.963476
24,196.765625,151.5,6.963708
23,199.03125,153.75,6.963788
22,201.609375,156.25,6.963856
23,203.53125,158.75,6.963921
23,205.546875,162,6.963985
24,208.046875,165.5,6.96405
24,210.34375,169,6.964114
20,212.109375,173,6.964177
18,214.375,177.75,6.964242
21,216.625,182.75,6.964315
20,218.875,188,6.964379
19,221.15625,194.25,6.964442
19,222.765625,201,6.964506
20,225.65625,208.25,6.964569
18,227.921875,216,6.964633
18,230.171875,225.25,6.964696
18,231.03125,235.25,6.964777
17,234.359375,246.5,6.964843
18,234.8125,259.25,6.964908
17,236.859375,273,6.964972
17,238.484375,290.75,6.965037
15,240.84375,308.5,6.9651
13,242.578125,331,6.965164
14,244.625,357.75,6.965228
13,246.578125,389,6.965291
12,248.296875,427.5,6.965354
11,250.125,471.5,6.965418
10,257.765625,827,6.965481
9,259.8125,1011.25,6.965545
33,261.828125,1221.25,6.965609
34,264.03125,1215.5,6.965682
34,266.28125,1214.5,6.965747
34,268.578125,1213.25,6.965812
35,270.796875,1215.25,6.965876
33,273,1219.75,6.965941
33,275.34375,1223,6.966004
31,277.515625,1230.5,6.966068
30,279.765625,1239.75,6.966132
32,282.046875,1251.5,6.966199
31,284.265625,1264.5,6.966268
30,286.53125,1281.75,6.966342
31,288.78125,1299.25,6.966423
30,290.984375,1319.5,6.966491
28,293.203125,1341.5,6.966556
26,295.421875,1372.5,6.966623
33,297.65625,1400.25,6.966693
27,299.8125,1432.25,6.966759
24,301.96875,1474.5,6.966825
25,304.234375,1514,6.966909
23,306.390625,1557,6.966973
28,308.59375,1598,6.967037
23,310.828125,1661.5,6.967101
24,313.0625,1723.75,6.967168
22,315.28125,1795,6.967233
21,317.4375,1871,6.967298
20,319.65625,1966.5,6.967368
19,321.890625,2067,6.967458
19,324.21875,2187.5,6.967551
18,326.46875,2327.75,6.967619
15,328.65625,2480.25,6.967698
13,330.875,2668.25,6.967764
12,333.0625,2886.25,6.967843
11,335.28125,3153,6.967908
10,337.484375,3470.5,6.967978
18,339.734375,3650.75,6.968042
17,342.015625,3618.25,6.968123
20,344.234375,3571.5,6.968189
21,346.578125,3552.25,6.968253
19,348.828125,3524,6.968426
21,351.0625,3513,7.300699
21,353.328125,3487.5,7.300965
21,355.578125,3487,7.301046
27,46.484375,1613.25,7.301117
23,48.734375,1562.75,7.301185
25,51.03125,1515.75,7.301253
25,53.359375,1471,7.301319
27,55.65625,1432.25,7.301386
32,57.90625,1397.25,7.301452
28,60.15625,1369.25,7.301519
29,62.375,1339.75,7.301585
30,64.671875,1318.25,7.301649
30,66.890625,1296.25,7.301714
25,69.234375,1276.75,7.30178
30,71.4375,1261.75,7.301844
31,73.78125,1246.75,7.301912
32,75.984375,1236.75,7.301977
30,78.234375,1226.5,7.302046
34,80.484375,1220.25,7.302113
34,82.765625,1213.75,7.302179
34,85.15625,1211,7.302245
34,87.3125,1208.25,7.302315
35,89.640625,1211.25,7.302381
34,91.8125,1212.5,7.302446
34,94.15625,1214.5,7.302511
11,96.671875,960.5,7.302575
12,99.3125,740.25,7.302641
12,102,603.75,7.302705
12,104.765625,508.25,7.302769
13,107.453125,438,7.302833
14,110.171875,384.75,7.302898
15,112.96875,342.75,7.302962
16,115.546875,312.5,7.303026
18,117.984375,286.5,7.30309
19,121.34375,265.5,7.303155
18,123.375,248.75,7.30322
20,125.859375,233.75,7.303285
17,129.90625,221,7.303349
22,132.15625,210,7.303417
22,134.40625,200.75,7.30353
23,136.671875,192.5,7.303594
23,138.921875,185.25,7.303661
22,141.1875,179,7.303726
21,143.4375,173.25,7.303791
21,145.921875,168.5,7.303855
21,148.4375,164,7.303923
22,150.6875,160.25,7.303986
25,152.9375,156.75,7.31105
23,155.1875,154,7.311113
23,157.4375,151.5,7.311178
25,159.703125,149.5,7.311242
25,162.765625,147.5,7.311307
24,164.34375,146,7.311371
24,167.34375,144.75,7.311436
24,168.859375,143.75,7.311501
25,171.125,143.25,7.31157
23,173.390625,142.5,7.311634
20,176.859375,142.5,7.311704
23,177.90625,142.5,7.312443
24,180.171875,142.75,7.312507
26,182.4375,143,7.312573
25,184.703125,144,7.312637
26,186.859375,144.75,7.312704
25,189.125,146,7.313969
24,191.375,147.25,7.314051
24,193.640625,149,7.314117
24,195.875,150.75,7.314503
22,198.140625,152.75,7.314568
22,200.390625,155.25,7.314638
23,202.65625,157.75,7.314703
21,204.90625,160.75,7.314771
21,207.15625,164.25,7.314835
21,209.40625,167.75,7.3149
21,211.71875,171.5,7.314965
21,213.484375,176.25,7.315029
20,215.734375,180.75,7.315093
17,218,186.25,7.315159
20,220.25,192.25,7.315222
19,222.515625,198.25,7.315287
19,224.78125,205,7.315351
19,227.03125,212.75,7.315415
19,228.96875,221.75,7.31548
17,230.40625,231,7.315544
16,232.796875,242.25,7.315608
16,235.140625,254.25,7.315674
16,235.71875,267.25,7.31702
16,238.03125,283.75,7.317085
16,240.078125,301,7.317154
15,241.796875,322.5,7.317219
14,243.65625,348,7.317286
13,245.421875,376.75,7.317352
13,247.5,410.5,7.317416
9,253.203125,574.75,7.317479
10,255.1875,659.5,7.317544
9,257.078125,769,7.317608
10,259.0625,929.5,7.317672
10,260.953125,1165.5,7.317737
33,263.203125,1218,7.317801
34,265.421875,1214.5,7.317868
35,267.640625,1214,7.31795
34,269.921875,1214,7.318015
34,272.15625,1217.25,7.31808
33,274.390625,1222,7.318145
31,276.703125,1226.5,7.31821
31,278.859375,1237.25,7.318275
32,281.125,1248.5,7.31834
32,283.40625,1260.5,7.318405
26,285.640625,1273.5,7.31847
30,287.890625,1292.5,7.320046
32,290.125,1312.5,7.32011
30,292.328125,1336.5,7.320174
27,294.59375,1361,7.32024
33,296.8125,1389.5,7.320304
27,299.03125,1419,7.320369
26,301.109375,1456.5,7.320433
30,303.3125,1492.25,7.320498
25,305.546875,1536.75,7.320563
26,307.71875,1582,7.320629
21,309.9375,1638.25,7.320694
25,312.171875,1704,7.32076
21,314.359375,1763.75,7.320825
22,316.53125,1840.5,7.320891
20,318.75,1925.75,7.320955
18,320.953125,2024,7.32102
17,323.34375,2135.75,7.321084
16,325.53125,2267.5,7.321151
17,327.734375,2415,7.321215
15,329.96875,2594.75,7.321281
12,332.1875,2799.5,7.321345
12,334.375,3035,7.321411
10,336.609375,3338.25,7.321474
15,338.8125,3678,7.321539
19,341.0625,3629.5,7.321603
20,343.328125,3600.5,7.321668
21,345.578125,3557.75,7.321733
20,347.875,3534,7.321797
20,350.140625,3518.75,7.778109
21,352.40625,3493.25,7.780148
11,17.921875,3529.25,7.780225
12,20.203125,3188,7.780295
13,22.546875,2907,7.780362
14,24.8125,2672,7.780428
15,27.109375,2481.5,7.780494
16,29.4375,2313.5,7.780559
18,31.71875,2174.75,7.780624
20,34.03125,2048.5,7.780689
21,36.34375,1944.75,7.780769
23,38.625,1847.75,7.780872
21,40.90625,1769.25,7.780939
25,43.21875,1704.75,7.781004
20,45.515625,1638,7.781094
25,47.78125,1584.25,7.781166
25,50.125,1531.75,7.781231
31,52.375,1489.25,7.781295
26,54.671875,1449,7.781359
28,56.921875,1409.75,7.781424
19,125.859375,236,7.781488
19,129.515625,222.75,7.785601
22,131.203125,211.75,7.785754
22,133.140625,202.25,7.785827
22,136.265625,194,7.785894
20,138.546875,186.25,7.78596
22,140.796875,180,7.786027
24,143.046875,174,7.786091
26,145.796875,169,7.786155
23,148.046875,164.75,7.78622
21,150.296875,160.75,7.786286
24,152.546875,157.25,7.78635
24,154.5625,154.5,7.786414
24,157.0625,152,7.786478
25,159.5625,149.75,7.786541
20,161.5625,147.75,7.786605
24,163.921875,146.25,7.78667
25,166.203125,145,7.786734
25,168.46875,144,7.7868
26,170.71875,143.25,7.786864
24,173.890625,142.75,7.786928
23,175.234375,142.5,7.786993
20,178.125,142.5,7.787057
23,179.765625,142.5,7.787121
26,182.03125,143,7.787184
24,184.28125,143.75,7.787247
26,186.484375,144.5,7.787312
24,188.734375,145.75,7.787377
24,191.78125,147.25,7.787443
24,193.25,148.5,7.787507
23,195.5,150.5,7.787571
22,197.765625,152.5,7.787633
24,200,154.75,7.787698
24,202.265625,157.5,7.78776
22,204.515625,160.25,7.787824
23,206.765625,163.5,7.787888
23,209.015625,167,7.787953
21,211.3125,170.75,7.788018
19,213.078125,175.25,7.788082
20,215.34375,180.25,7.788147
20,217.609375,185.25,7.788211
22,219.859375,190.75,7.788275
20,221.6875,197,7.788339
19,224.375,204,7.788403
20,226.625,211.5,7.792578
19,227.546875,220,7.792642
16,230.359375,230,7.792706
18,232.265625,240,7.79277
17,233.59375,252,7.792836
16,235.859375,265.5,7.792901
16,237.703125,280.25,7.792965
15,240.09375,297.75,7.79303
15,241.453125,318.25,7.793093
15,243.15625,342.75,7.793157
14,245.09375,370.75,7.793222
13,247.453125,404.25,7.793286
11,249.171875,446,7.79335
11,251.125,497,7.793416
10,256.734375,749.5,7.793479
9,258.75,898.75,7.793543
9,260.5625,1130,7.793609
34,262.796875,1219.5,7.793672
34,265,1217.5,7.793747
34,267.25,1213.25,7.793812
34,269.484375,1214.75,7.793876
34,271.765625,1217.25,7.793941
34,274.015625,1221,7.794007
32,276.28125,1228.5,7.794071
32,278.578125,1236,7.794135
32,280.75,1246,7.794199
32,282.96875,1256.75,7.794262
26,285.234375,1271.5,7.794326
31,287.46875,1292.25,7.795867
29,289.6875,1309,7.795936
31,291.90625,1329.5,7.796002
28,294.171875,1356.25,7.796068
30,296.421875,1381.5,7.79717
29,298.625,1412.5,7.797242
25,300.765625,1446.75,7.79731
31,302.9375,1488.5,7.797375
26,305.140625,1528.5,7.79744
25,307.375,1573.75,7.797505
26,309.609375,1628.25,7.797569
26,311.8125,1691,7.797684
22,313.953125,1748,7.797754
21,316.203125,1827.25,7.797821
20,318.390625,1905.25,7.797886
19,320.59375,2009.25,7.797951
18,322.96875,2114.75,7.798063
16,325.1875,2243,7.798133
16,327.34375,2397.5,7.798203
15,329.59375,2562,7.798268
13,331.796875,2765.75,7.798332
11,334.03125,2990.5,7.798398
10,336.21875,3269.5,7.798462
9,338.421875,3631.5,7.798526
18,340.703125,3638.75,7.798591
10,336.828125,3380.25,7.798656
17,339.03125,3674.25,7.79872
19,341.3125,3620.75,7.798785
19,343.5625,3598.75,7.798849
21,345.8125,3554.75,7.798913
20,348.109375,3535.25,7.798978
20,350.375,3511.75,8.216765
20,352.65625,3490.25,8.219302
21,354.890625,3479.5,8.219494
21,357.140625,3481.25,8.219569
21,359.421875,3485.75,8.219648
20,1.65625,3487,8.219748
22,3.90625,3511.25,8.219817
21,6.171875,3518.75,8.219889
33,79.71875,1222,8.219962
34,81.96875,1214.5,8.220028
34,84.25,1211.75,8.220096
35,86.5625,1208.25,8.22016
34,88.765625,1209.25,8.220248
34,91.03125,1211.5,8.220315
34,93.359375,1214,8.220386
11,95.765625,1079.25,8.220452
10,98.421875,804,8.220517
11,101.140625,647.5,8.220612
11,104,535.75,8.220678
14,106.46875,462.25,8.220768
12,109.3125,401.5,8.220851
14,111.96875,357,8.220917
17,114.609375,322,8.220985
17,117.15625,295.5,8.221049
19,120.96875,272.25,8.221114
17,122.5625,254,8.22118
18,126.84375,238.5,8.221245
20,129.09375,225.25,8.221309
22,130.34375,213,8.221375
21,133.359375,204,8.221438
22,135.859375,195.25,8.221504
22,138.015625,187.75,8.221569
23,140.375,181,8.221634
21,142.640625,175,8.221698
22,145.40625,169.75,8.221764
24,147.640625,165.5,8.221835
22,149.90625,161.25,8.221901
22,152.15625,158,8.22198
26,154.40625,154.75,8.222044
23,156.65625,152.25,8.222124
26,158.90625,150.25,8.222188
24,161.953125,148.25,8.222254
25,163.546875,146.5,8.222319
28,165.8125,145.25,8.222385
25,169.25,144.25,8.222451
22,170.34375,143.5,8.222515
24,172.59375,142.75,8.222581
20,175.609375,142.5,8.222646
23,177.125,142.5,8.222712
23,179.390625,142.5,8.222775
27,181.640625,143,8.222842
24,183.90625,143.75,8.222906
24,186.1875,144.5,8.222972
27,188.359375,145.5,8.223036
24,190.625,147,8.223108
24,192.875,148.5,8.223172
24,195.125,150,8.223249
23,198.015625,152.25,8.223312
24,199.640625,154.25,8.223387
23,201.890625,157,8.223453
24,204.15625,159.75,8.223517
22,206.40625,162.75,8.223582
23,208.671875,166.25,8.223646
22,210.96875,170,8.223712
21,212.734375,174.5,8.223775
21,214.984375,179,8.22384
17,217.25,184.25,8.223904
22,219.5,190,8.223969
21,221.765625,196,8.23277
18,224.015625,203,8.233027
19,226.28125,210.5,8.233156
20,227.984375,219,8.233245
17,229.140625,228,8.233339
18,231.421875,238.75,8.233427
18,233.359375,250.25,8.233502
17,235.484375,263.5,8.233579
15,237.671875,278.25,8.233657
15,239.828125,295.75,8.233734
16,241.34375,314.75,8.233814
14,243.390625,337.75,8.233885
14,244.96875,366.5,8.233965
12,246.9375,398.5,8.234043
11,248.78125,438.75,8.234162
10,250.921875,489.5,8.234614
10,252.546875,549.5,8.244309
10,258.4375,877,8.244436
10,260.3125,1079.75,8.244522
33,262.484375,1219,8.2446
34,264.6875,1216.75,8.244683
34,266.890625,1213.75,8.24477
35,269.203125,1213.75,8.244844
34,271.4375,1215.25,8.244935
33,297,1391,8.24502
27,299.09375,1420.75,8.245099
26,301.3125,1458.25,8.245211
28,303.5,1494,8.245324
25,305.703125,1538.25,8.245434
28,307.953125,1587.5,8.245516
20,310.1875,1643,8.245594
24,312.359375,1706.75,8.245678
21,314.546875,1774,8.245809
21,316.765625,1845,8.24593
20,318.96875,1931,8.246027
20,321.171875,2036.5,8.246142
17,323.53125,2149.5,8.246248
15,325.75,2279.5,8.246339
17,327.984375,2434.5,8.246452
14,330.21875,2611.25,8.246557
14,332.421875,2823.25,8.246831
11,334.640625,3065.5,8.247083
9,336.828125,3383,8.247188
17,339.0625,3678,8.247439
19,341.34375,3620.75,8.247587
19,343.578125,3597.5,8.247677
21,345.84375,3555.25,8.247759
21,348.125,3531.75,8.247861
20,350.40625,3515.75,8.87971
20,352.671875,3491.5,8.879921
21,354.9375,3482.25,8.880011
21,357.1875,3479.5,8.880082
20,359.4375,3481.25,8.880147
21,39.203125,1833.75,8.880224
20,41.46875,1750.5,8.880308
25,43.78125,1690,8.880374
25,46.046875,1624.75,8.880454
22,48.359375,1568,8.88052
25,50.625,1525.75,8.880674
31,52.921875,1480.75,8.880741
27,55.203125,1441.5,8.880808
29,57.484375,1405.5,8.880873
28,59.734375,1373.25,8.880939
28,62.015625,1347.75,8.881003
31,64.25,1320.25,8.881078
30,66.59375,1298.25,8.881143
30,68.8125,1280.75,8.88121
30,71.125,1262.25,8.881275
32,73.328125,1250.25,8.881341
31,75.640625,1237.75,8.881407
31,77.859375,1226.5,8.881482
33,80.15625,1220.5,8.88156
34,82.4375,1213.75,8.881625
33,84.71875,1212,8.881704
35,86.953125,1211,8.886715
34,89.203125,1209,8.886917
34,91.546875,1211.5,8.887006
34,93.75,1213.25,8.887076
11,96.28125,1006.25,8.887147
11,98.921875,765.5,8.887217
11,101.75,621.75,8.887283
12,104.296875,522.25,8.887349
13,107.015625,447.5,8.887415
15,109.703125,393,8.887482
16,112.75,350.75,8.887546
16,115.5,316.5,8.887611
17,118.28125,290.5,8.887674
19,120.40625,268.75,8.887739
19,125.0625,250.5,8.887803
20,126.5625,235.75,8.887866
19,129.5625,222.75,8.887931
23,148.9375,163,8.887997
21,151.1875,159.5,8.888062
22,153.4375,156,8.888126
24,155.4375,153.5,8.888191
25,157.9375,150.75,8.891109
24,160.1875,148.75,8.891236
25,162.578125,147,8.891307
24,164.828125,145.5,8.891376
26,168.015625,144.75,8.891441
22,169.375,143.5,8.891513
24,171.625,142.75,8.891577
23,173.890625,142.5,8.891642
20,176.15625,142.25,8.891708
20,178.828125,142.5,8.891773
23,181.890625,142.75,8.891838
25,182.953125,143.25,8.891904
24,185.203125,144,8.89197
26,187.390625,145,8.892035
25,190.765625,146.25,8.8921
20,191.90625,147.75,8.892169
23,194.171875,149.25,8.892234
23,196.421875,151.25,8.892299
24,198.671875,153.5,8.892363
21,200.9375,155.75,8.892427
24,203.1875,158.5,8.892492
23,205.453125,161.5,8.894335
24,207.703125,165,8.894403
19,209.96875,168.5,8.894468
20,211.765625,172.5,8.894531
19,214.015625,177,8.894596
20,216.296875,182.25,8.894663
20,218.546875,187.25,8.894728
21,220.796875,193.5,8.894793
19,223.0625,199.75,8.894861
19,224.484375,207,8.894925
18,227.578125,215,8.89499
18,229.84375,223.75,8.895055
15,232.09375,233.75,8.895119
18,233.1875,244.75,8.895184
17,234.421875,257.5,8.895249
17,236.21875,271,8.895314
16,238.453125,287.5,8.895379
16,240.640625,305.25,8.895446
13,242.234375,327.75,8.895512
13,244.0625,353,8.895577
13,246.1875,384.5,8.89564
12,247.859375,421,8.896208
11,249.8125,467.5,8.896384
10,251.75,522.25,8.896482
14,244.640625,364.25,8.89655
12,246.734375,396.5,8.896617
11,248.640625,436.5,8.896682
10,250.453125,485.25,8.896747
10,258.296875,867,8.896811
11,260.21875,1064,8.896876
34,262.328125,1219,8.896941
34,264.53125,1216.5,8.897012
34,266.765625,1214.5,8.897077
34,268.984375,1213.5,8.897141
34,271.3125,1214.5,8.897206
34,273.5,1220.5,8.89727
31,275.78125,1225.75,8.897333
32,278.078125,1233.5,8.897397
32,280.265625,1242.5,8.897461
32,282.5625,1252.75,8.897525
26,284.71875,1271,8.89759
32,287.015625,1286.75,8.897655
30,289.25,1306.75,8.89772
31,291.484375,1325,8.897783
26,293.703125,1349.25,8.897848
31,295.953125,1377.5,8.897913
32,298.171875,1406.25,8.897978
26,300.234375,1442,8.898049
30,302.484375,1477.75,8.898113
26,304.6875,1517.75,8.898178
23,306.875,1567,8.898242
26,309.046875,1616,8.898307
25,311.296875,1677.75,8.898372
23,313.53125,1731.75,8.898437
23,315.703125,1807.5,8.898503
22,317.90625,1885,8.898568
19,320.09375,1986.5,8.898632
18,322.328125,2088,8.898697
16,324.671875,2213.75,8.898762
17,326.890625,2360.75,8.898907
14,329.109375,2520.5,8.899025
14,331.34375,2711,8.899098
20,343.0625,3598.75,8.899163
20,345.34375,3564.75,8.899228
21,347.609375,3540,8.899293
20,349.890625,3519.25,9.537526
22,352.140625,3507.75,9.537744
20,354.421875,3483.5,9.537822
20,356.65625,3481.25,9.537891
21,358.921875,3483.5,9.537959
22,1.171875,3481.25,9.538024
21,3.4375,3507.75,9.538088
20,5.703125,3517.5,9.538152
21,7.9375,3534,9.538216
22,10.21875,3558.75,9.538278
21,12.46875,3598,9.538346
18,14.703125,3627,9.538411
14,16.953125,3683.75,9.538475
9,19.25,3327.75,9.538541
12,21.5625,3014.75,9.538605
13,23.828125,2768,9.538669
15,26.15625,2559.75,9.538734
16,28.46875,2381,9.538798
16,30.734375,2230,9.538863
18,33.046875,2096.25,9.538928
20,35.359375,1989,9.538995
22,37.6875,1885.75,9.539059
23,39.9375,1802,9.539124
34,86.046875,1209.25,9.539188
35,88.375,1208.75,9.539254
34,90.59375,1210.75,9.539318
35,92.875,1213.25,9.539384
11,95.109375,1161.25,9.539449
11,97.796875,847.25,9.539514
10,100.5625,672,9.539579
11,103.25,557.25,9.542073
12,105.984375,474.25,9.542137
14,108.6875,413.5,9.542202
16,111.390625,366.5,9.542265
16,114.1875,329,9.54233
16,117.1875,300.25,9.542392
19,119.734375,276.75,9.542456
18,123.375,258,9.542521
20,125.75,242,9.542584
18,127.625,226.75,9.542647
20,130.875,215.75,9.542711
20,133.125,205.75,9.542775
21,135.375,196.75,9.542844
24,137.625,188.75,9.542908
22,139.890625,182,9.542972
21,142.140625,176.75,9.543036
23,144.90625,171.25,9.5431
22,147.15625,166.25,9.543166
23,149.390625,162.5,9.543231
22,151.65625,158.75,9.543296
22,153.90625,155.5,9.54336
23,156.140625,153,9.543425
25,158.40625,150.75,9.543489
28,160.65625,148.5,9.543554
23,195.3125,150.25,9.543618
23,197.578125,152.5,9.543683
25,200.390625,154.75,9.543747
25,202.078125,157,9.543811
23,204.328125,160,9.543875
24,206.59375,163.25,9.543939
21,208.84375,166.5,9.544003
20,211.15625,170.5,9.544067
20,212.921875,174.75,9.54413
19,215.1875,179.75,9.544195
20,217.421875,184.75,9.544259
21,219.703125,190.25,9.545411
20,221.828125,196.5,9.545573
18,223.296875,203.75,9.545656
20,226.46875,211,9.545724
19,228.734375,219.5,9.54579
16,231,228.5,9.545855
19,232.6875,239.25,9.545919
19,234.15625,251,9.545985
16,235.5,264.75,9.546049
16,237.703125,279.25,9.546115
15,240.015625,296.75,9.54618
15,241.4375,316.5,9.546244
15,243.421875,339.25,9.546308
13,245.3125,369.75,9.546373
10,251.0625,494,9.546438
31,290.390625,1315,9.546502
28,292.703125,1335.5,9.546568
29,294.9375,1365.25,9.546634
31,297.140625,1392.25,9.546699
28,299.25,1421,9.546764
26,301.4375,1459.75,9.546828
24,303.671875,1502.25,9.546894
25,305.890625,1542.75,9.546959
27,308.046875,1593.75,9.547087
20,310.28125,1646.5,9.547153
24,312.484375,1709,9.547217
21,314.6875,1776.5,9.547281
21,316.921875,1854,9.547346
20,319.078125,1940,9.54741
20,321.28125,2043,9.547474
18,323.671875,2158.5,9.54754
15,325.890625,2286.75,9.547607
17,328.125,2443,9.547672
14,330.34375,2624.75,9.547736
15,332.5625,2844,9.547801
10,334.765625,3079.25,9.547865
10,336.953125,3391.75,9.54793
17,339.171875,3668.5,9.547996
18,341.453125,3624.5,9.548061
20,343.71875,3595,9.548126
20,345.984375,3554,9.54819
21,348.296875,3531,9.548254
20,350.5625,3510.5,9.887346
20,352.8125,3490.25,9.894822
20,355.046875,3483,9.894928
24,154.890625,154.5,9.895002
24,157.125,152,9.895067
24,159.390625,149.75,9.895132
20,161.640625,147.75,9.895198
24,164.015625,146.25,9.895264
25,167.28125,145,9.895329
25,168.546875,144,9.895395
26,170.796875,143.25,9.89546
23,174.390625,142.75,9.895525
21,176.546875,142.5,9.895589
20,178.015625,142.5,9.895655
23,180.96875,142.75,9.895719
26,182.125,143,9.895791
24,184.390625,143.75,9.895855
26,186.578125,144.5,9.895936
23,188.828125,145.75,9.896016
23,191.828125,147.25,9.896081
22,193.65625,148.75,9.89615
24,195.578125,150.5,9.896214
23,197.84375,152.5,9.896279
20,200.109375,155,9.896344
23,202.359375,157.5,9.896409
21,204.609375,160.5,9.896474
22,206.859375,163.5,9.89654
22,209.125,167.25,9.896603
22,211.421875,171,9.896668
21,213.1875,175.5,9.896733
20,215.453125,180.25,9.917838
21,217.703125,185.5,9.918074
20,219.96875,191.25,9.918155
20,222.234375,197.25,9.918224
18,224.15625,204.5,9.918291
11,249.9375,463.25,9.91836
9,255.609375,679.5,9.918426
9,257.421875,800.5,9.918492
10,259.4375,966.25,9.918674
23,261.375,1218.75,9.918746
34,263.625,1217.25,9.918814
34,265.9375,1214,9.918879
34,268.171875,1214.25,9.918946
35,270.40625,1214.75,9.919012
34,272.59375,1217.75,9.919083
34,274.90625,1222.5,9.919164
31,277.125,1230.5,9.919231
31,279.359375,1239.25,9.919314
32,281.625,1250.75,9.91938
31,283.921875,1262.5,9.919446
26,286.140625,1278.25,9.919512
32,288.390625,1297.25,9.919579
30,290.578125,1318,9.919647
29,292.859375,1338.75,9.919712
28,295.078125,1366.75,9.919779
32,297.28125,1392.75,9.919844
27,299.390625,1425,9.919912
25,301.59375,1465,9.919977
24,303.859375,1503.25,9.920044
25,306.015625,1545,9.920109
26,308.21875,1599.75,9.920175
22,310.453125,1648.75,9.92024
24,312.65625,1712.5,9.920314
21,314.875,1781,9.920378
20,317.09375,1858.5,9.920453
21,319.28125,1946,9.920519
19,321.484375,2048,9.920599
17,323.84375,2172.5,9.920666
16,326.0625,2300.5,9.920732
16,328.28125,2451.75,9.920798
15,330.46875,2633.75,9.920863
13,332.71875,2850.5,9.92093
10,334.90625,3116.5,9.920994
10,337.125,3403,9.92106
18,339.34375,3668.5,9.921123
17,341.609375,3620.25,9.921189
20,343.875,3593.25,9.921254
20,346.140625,3553.5,9.921324
20,348.4375,3529.25,9.92139
21,350.703125,3512.25,10.379731
21,352.96875,3504.75,10.379908
21,355.203125,3487,10.379985
21,357.453125,3480.75,10.380055
22,359.71875,3488.75,10.380122
22,1.96875,3487,10.380188
22,4.265625,3508.25,10.380251
19,6.484375,3521.75,10.381277
20,8.765625,3537.5,10.381343
21,11,3569.75,10.381407
19,13.25,3609.75,10.381472
18,15.515625,3648.25,10.381536
10,17.78125,3548.75,10.381601
10,20.09375,3196,10.381666
13,22.375,2910.75,10.381731
14,24.671875,2684.5,10.381795
16,27,2486,10.381861
15,29.28125,2326.5,10.381924
18,31.5625,2179.25,10.381989
13,107.3125,447.25,10.382053
14,109.859375,391,10.382118
15,112.671875,349.25,10.382182
17,115.140625,316.25,10.382247
17,117.78125,290.75,10.382312
19,120.5,268.5,10.382377
20,123.421875,251,10.38244
21,125.703125,235.75,10.382505
19,129.5625,222.5,10.38257
22,131.578125,211.5,10.382633
20,134.0625,201.75,10.382698
22,136.328125,193.75,10.382762
20,138.609375,186,10.382827
21,140.859375,180,10.382891
23,143.109375,174,10.382991
24,145.859375,168.75,10.383085
22,148.109375,164.5,10.383151
21,150.359375,160.75,10.383217
23,152.609375,157.25,10.383281
22,154.875,154.25,10.383346
20,213.984375,177,10.38341
21,216.25,182,10.383477
19,218.515625,187.25,10.383541
20,220.78125,193.5,10.383606
19,223.03125,199.75,10.38367
20,225.296875,206.75,10.383734
17,227.5625,215,10.383799
18,229.40625,223.75,10.383862
15,232.078125,233.75,10.383927
19,234.265625,244.75,10.383991
18,235.078125,257.25,10.384056
18,236.21875,270.75,10.38412
16,238.5,287.5,10.384184
16,240.734375,305.25,10.384247
14,242.515625,327,10.384311
14,244.125,353.75,10.384375
13,246.15625,384.5,10.384439
12,247.90625,420,10.384503
10,249.78125,464.75,10.384567
9,257.625,801,10.384637
9,259.53125,976.5,10.384701
28,261.5,1221.5,10.384765
34,263.71875,1217.5,10.38483
35,265.953125,1214.5,10.384895
