Time,PosX,PosY,PosA,"PosCov[0,0]","PosCov[0,1]","PosCov[0,2]","PosCov[1,0]","PosCov[1,1]","PosCov[1,2]","PosCov[2,0]","PosCov[2,1]","PosCov[2,2]"
92,1184.946776,1205.187613,0.84287531,25.35360643,21.85024054,-0.0171802,21.85024054,21.29331495,0.01684439,-0.0171802,0.01684439,0.002526189
92,1184.946776,1205.187613,0.84287531,25.35360643,21.85024054,-0.0171802,21.85024054,21.29331495,0.01684439,-0.0171802,0.01684439,0.002526189
92,1184.946776,1205.187613,0.84287531,25.35360643,21.85024054,-0.0171802,21.85024054,21.29331495,0.01684439,-0.0171802,0.01684439,0.002526189
92,1184.946776,1205.187613,0.84287531,25.35360643,21.85024054,-0.0171802,21.85024054,21.29331495,0.01684439,-0.0171802,0.01684439,0.002526189
92,1184.946776,1205.187613,0.84287531,25.35360643,21.85024054,-0.0171802,21.85024054,21.29331495,0.01684439,-0.0171802,0.01684439,0.002526189
92,1184.946776,1205.187613,0.84287531,25.35360643,21.85024054,-0.0171802,21.85024054,21.29331495,0.01684439,-0.0171802,0.01684439,0.002526189
92,1184.946776,1205.187613,0.84287531,25.35360643,21.85024054,-0.0171802,21.85024054,21.29331495,0.01684439,-0.0171802,0.01684439,0.002526189
92,1184.946776,1205.187613,0.84287531,25.35360643,21.85024054,-0.0171802,21.85024054,21.29331495,0.01684439,-0.0171802,0.01684439,0.002526189
92,1184.946776,1205.187613,0.84287531,25.35360643,21.85024054,-0.0171802,21.85024054,21.29331495,0.01684439,-0.0171802,0.01684439,0.002526189
92,1184.946776,1205.187613,0.84287531,25.35360643,21.85024054,-0.0171802,21.85024054,21.29331495,0.01684439,-0.0171802,0.01684439,0.002526189
92,1184.946776,1205.187613,0.84287531,25.35360643,21.85024054,-0.0171802,21.85024054,21.29331495,0.01684439,-0.0171802,0.01684439,0.002526189
92,1184.946776,1205.187613,0.84287531,25.35360643,21.85024054,-0.0171802,21.85024054,21.29331495,0.01684439,-0.0171802,0.01684439,0.002526189
92,1184.946776,1205.187613,0.84287531,25.35360643,21.85024054,-0.0171802,21.85024054,21.29331495,0.01684439,-0.0171802,0.01684439,0.002526189
92,1184.946776,1205.187613,0.84287531,25.35360643,21.85024054,-0.0171802,21.85024054,21.29331495,0.01684439,-0.0171802,0.01684439,0.002526189
92,1184.946776,1205.187613,0.84287531,25.35360643,21.85024054,-0.0171802,21.85024054,21.29331495,0.01684439,-0.0171802,0.01684439,0.002526189
92,1184.946776,1205.187613,0.84287531,25.35360643,21.85024054,-0.0171802,21.85024054,21.29331495,0.01684439,-0.0171802,0.01684439,0.002526189
92,1184.946776,1205.187613,0.84287531,25.35360643,21.85024054,-0.0171802,21.85024054,21.29331495,0.01684439,-0.0171802,0.01684439,0.002526189
92,1184.946776,1205.187613,0.84287531,25.35360643,21.85024054,-0.0171802,21.85024054,21.29331495,0.01684439,-0.0171802,0.01684439,0.002526189
92,1184.946776,1205.187613,0.84287531,25.35360643,21.85024054,-0.0171802,21.85024054,21.29331495,0.01684439,-0.0171802,0.01684439,0.002526189
92,1184.946776,1205.187613,0.84287531,25.35360643,21.85024054,-0.0171802,21.85024054,21.29331495,0.01684439,-0.0171802,0.01684439,0.002526189
92,1184.946776,1205.187613,0.84287531,25.35360643,21.85024054,-0.0171802,21.85024054,21.29331495,0.01684439,-0.0171802,0.01684439,0.002526189
92,1184.946776,1205.187613,0.84287531,25.35360643,21.85024054,-0.0171802,21.85024054,21.29331495,0.01684439,-0.0171802,0.01684439,0.002526189
92,1184.946776,1205.187613,0.84287531,25.35360643,21.85024054,-0.0171802,21.85024054,21.29331495,0.01684439,-0.0171802,0.01684439,0.002526189
92,1184.946776,1205.187613,0.84287531,25.35360643,21.85024054,-0.0171802,21.85024054,21.29331495,0.01684439,-0.0171802,0.01684439,0.002526189
92,1184.946776,1205.187613,0.84287531,25.35360643,21.85024054,-0.0171802,21.85024054,21.29331495,0.01684439,-0.0171802,0.01684439,0.002526189
92,1184.946776,1205.187613,0.84287531,25.35360643,21.85024054,-0.0171802,21.85024054,21.29331495,0.01684439,-0.0171802,0.01684439,0.002526189
92,1184.946776,1205.187613,0.84287531,25.35360643,21.85024054,-0.0171802,21.85024054,21.29331495,0.01684439,-0.0171802,0.01684439,0.002526189
92,1184.946776,1205.187613,0.84287531,25.35360643,21.85024054,-0.0171802,21.85024054,21.29331495,0.01684439,-0.0171802,0.01684439,0.002526189
92,1184.946776,1205.187613,0.84287531,25.35360643,21.85024054,-0.0171802,21.85024054,21.29331495,0.01684439,-0.0171802,0.01684439,0.002526189
92,1184.946776,1205.187613,0.84287531,25.35360643,21.85024054,-0.0171802,21.85024054,21.29331495,0.01684439,-0.0171802,0.01684439,0.002526189
92,1184.946776,1205.187613,0.84287531,25.35360643,21.85024054,-0.0171802,21.85024054,21.29331495,0.01684439,-0.0171802,0.01684439,0.002526189
92,1184.946776,1205.187613,0.84287531,25.35360643,21.85024054,-0.0171802,21.85024054,21.29331495,0.01684439,-0.0171802,0.01684439,0.002526189
92,1184.946776,1205.187613,0.84287531,25.35360643,21.85024054,-0.0171802,21.85024054,21.29331495,0.01684439,-0.0171802,0.01684439,0.002526189
92,1184.946776,1205.187613,0.84287531,25.35360643,21.85024054,-0.0171802,21.85024054,21.29331495,0.01684439,-0.0171802,0.01684439,0.002526189
92,1184.946776,1205.187613,0.84287531,25.35360643,21.85024054,-0.0171802,21.85024054,21.29331495,0.01684439,-0.0171802,0.01684439,0.002526189
92,1184.946776,1205.187613,0.84287531,25.35360643,21.85024054,-0.0171802,21.85024054,21.29331495,0.01684439,-0.0171802,0.01684439,0.002526189
92,1184.946776,1205.187613,0.84287531,25.35360643,21.85024054,-0.0171802,21.85024054,21.29331495,0.01684439,-0.0171802,0.01684439,0.002526189
92,1184.946776,1205.187613,0.84287531,25.35360643,21.85024054,-0.0171802,21.85024054,21.29331495,0.01684439,-0.0171802,0.01684439,0.002526189
92,1184.946776,1205.187613,0.84287531,25.35360643,21.85024054,-0.0171802,21.85024054,21.29331495,0.01684439,-0.0171802,0.01684439,0.002526189
92,1184.946776,1205.187613,0.84287531,25.35360643,21.85024054,-0.0171802,21.85024054,21.29331495,0.01684439,-0.0171802,0.01684439,0.002526189
92,1184.946776,1205.187613,0.84287531,25.35360643,21.85024054,-0.0171802,21.85024054,21.29331495,0.01684439,-0.0171802,0.01684439,0.002526189
92,1184.946776,1205.187613,0.84287531,25.35360643,21.85024054,-0.0171802,21.85024054,21.29331495,0.01684439,-0.0171802,0.01684439,0.002526189
92,1184.946776,1205.187613,0.84287531,25.35360643,21.85024054,-0.0171802,21.85024054,21.29331495,0.01684439,-0.0171802,0.01684439,0.002526189
92,1184.946776,1205.187613,0.84287531,25.35360643,21.85024054,-0.0171802,21.85024054,21.29331495,0.01684439,-0.0171802,0.01684439,0.002526189
92,1184.946776,1205.187613,0.84287531,25.35360643,21.85024054,-0.0171802,21.85024054,21.29331495,0.01684439,-0.0171802,0.01684439,0.002526189
92,1184.946776,1205.187613,0.84287531,25.35360643,21.85024054,-0.0171802,21.85024054,21.29331495,0.01684439,-0.0171802,0.01684439,0.002526189
92,1184.946776,1205.187613,0.84287531,25.35360643,21.85024054,-0.0171802,21.85024054,21.29331495,0.01684439,-0.0171802,0.01684439,0.002526189
92,1184.946776,1205.187613,0.84287531,25.35360643,21.85024054,-0.0171802,21.85024054,21.29331495,0.01684439,-0.0171802,0.01684439,0.002526189
92,1184.946776,1205.187613,0.84287531,25.35360643,21.85024054,-0.0171802,21.85024054,21.29331495,0.01684439,-0.0171802,0.01684439,0.002526189
92,1184.946776,1205.187613,0.84287531,25.35360643,21.85024054,-0.0171802,21.85024054,21.29331495,0.01684439,-0.0171802,0.01684439,0.002526189
92,1184.946776,1205.187613,0.84287531,25.35360643,21.85024054,-0.0171802,21.85024054,21.29331495,0.01684439,-0.0171802,0.01684439,0.002526189
92,1184.946776,1205.187613,0.84287531,25.35360643,21.85024054,-0.0171802,21.85024054,21.29331495,0.01684439,-0.0171802,0.01684439,0.002526189
92,1184.946776,1205.187613,0.84287531,25.35360643,21.85024054,-0.0171802,21.85024054,21.29331495,0.01684439,-0.0171802,0.01684439,0.002526189
92,1184.946776,1205.187613,0.84287531,25.35360643,21.85024054,-0.0171802,21.85024054,21.29331495,0.01684439,-0.0171802,0.01684439,0.002526189
92,1184.946776,1205.187613,0.84287531,25.35360643,21.85024054,-0.0171802,21.85024054,21.29331495,0.01684439,-0.0171802,0.01684439,0.002526189
92,1184.946776,1205.187613,0.84287531,25.35360643,21.85024054,-0.0171802,21.85024054,21.29331495,0.01684439,-0.0171802,0.01684439,0.002526189
92,1184.946776,1205.187613,0.84287531,25.35360643,21.85024054,-0.0171802,21.85024054,21.29331495,0.01684439,-0.0171802,0.01684439,0.002526189
92,1184.946776,1205.187613,0.84287531,25.35360643,21.85024054,-0.0171802,21.85024054,21.29331495,0.01684439,-0.0171802,0.01684439,0.002526189
92,1184.946776,1205.187613,0.84287531,25.35360643,21.85024054,-0.0171802,21.85024054,21.29331495,0.01684439,-0.0171802,0.01684439,0.002526189
92,1184.946776,1205.187613,0.84287531,25.35360643,21.85024054,-0.0171802,21.85024054,21.29331495,0.01684439,-0.0171802,0.01684439,0.002526189
92,1184.946776,1205.187613,0.84287531,25.35360643,21.85024054,-0.0171802,21.85024054,21.29331495,0.01684439,-0.0171802,0.01684439,0.002526189
92,1184.946776,1205.187613,0.84287531,25.35360643,21.85024054,-0.0171802,21.85024054,21.29331495,0.01684439,-0.0171802,0.01684439,0.002526189
92,1184.946776,1205.187613,0.84287531,25.35360643,21.85024054,-0.0171802,21.85024054,21.29331495,0.01684439,-0.0171802,0.01684439,0.002526189
92,1184.946776,1205.187613,0.84287531,25.35360643,21.85024054,-0.0171802,21.85024054,21.29331495,0.01684439,-0.0171802,0.01684439,0.002526189
92,1184.946776,1205.187613,0.84287531,25.35360643,21.85024054,-0.0171802,21.85024054,21.29331495,0.01684439,-0.0171802,0.01684439,0.002526189
92,1184.946776,1205.187613,0.84287531,25.35360643,21.85024054,-0.0171802,21.85024054,21.29331495,0.01684439,-0.0171802,0.01684439,0.002526189
92,1184.946776,1205.187613,0.84287531,25.35360643,21.85024054,-0.0171802,21.85024054,21.29331495,0.01684439,-0.0171802,0.01684439,0.002526189
92,1184.946776,1205.187613,0.84287531,25.35360643,21.85024054,-0.0171802,21.85024054,21.29331495,0.01684439,-0.0171802,0.01684439,0.002526189
92,1184.946776,1205.187613,0.84287531,25.35360643,21.85024054,-0.0171802,21.85024054,21.29331495,0.01684439,-0.0171802,0.01684439,0.002526189
92,1184.946776,1205.187613,0.84287531,25.35360643,21.85024054,-0.0171802,21.85024054,21.29331495,0.01684439,-0.0171802,0.01684439,0.002526189
92,1184.946776,1205.187613,0.84287531,25.35360643,21.85024054,-0.0171802,21.85024054,21.29331495,0.01684439,-0.0171802,0.01684439,0.002526189
92,1184.946776,1205.187613,0.84287531,25.35360643,21.85024054,-0.0171802,21.85024054,21.29331495,0.01684439,-0.0171802,0.01684439,0.002526189
92,1184.946776,1205.187613,0.84287531,25.35360643,21.85024054,-0.0171802,21.85024054,21.29331495,0.01684439,-0.0171802,0.01684439,0.002526189
92,1184.946776,1205.187613,0.84287531,25.35360643,21.85024054,-0.0171802,21.85024054,21.29331495,0.01684439,-0.0171802,0.01684439,0.002526189
92,1184.946776,1205.187613,0.84287531,25.35360643,21.85024054,-0.0171802,21.85024054,21.29331495,0.01684439,-0.0171802,0.01684439,0.002526189
92,1184.946776,1205.187613,0.84287531,25.35360643,21.85024054,-0.0171802,21.85024054,21.29331495,0.01684439,-0.0171802,0.01684439,0.002526189
92,1184.946776,1205.187613,0.84287531,25.35360643,21.85024054,-0.0171802,21.85024054,21.29331495,0.01684439,-0.0171802,0.01684439,0.002526189
92,1184.946776,1205.187613,0.84287531,25.35360643,21.85024054,-0.0171802,21.85024054,21.29331495,0.01684439,-0.0171802,0.01684439,0.002526189
92,1184.946776,1205.187613,0.84287531,25.35360643,21.85024054,-0.0171802,21.85024054,21.29331495,0.01684439,-0.0171802,0.01684439,0.002526189
92,1184.946776,1205.187613,0.84287531,25.35360643,21.85024054,-0.0171802,21.85024054,21.29331495,0.01684439,-0.0171802,0.01684439,0.002526189
92,1184.946776,1205.187613,0.84287531,25.35360643,21.85024054,-0.0171802,21.85024054,21.29331495,0.01684439,-0.0171802,0.01684439,0.002526189
92,1184.946776,1205.187613,0.84287531,25.35360643,21.85024054,-0.0171802,21.85024054,21.29331495,0.01684439,-0.0171802,0.01684439,0.002526189
92,1184.946776,1205.187613,0.84287531,25.35360643,21.85024054,-0.0171802,21.85024054,21.29331495,0.01684439,-0.0171802,0.01684439,0.002526189
92,1184.946776,1205.187613,0.84287531,25.35360643,21.85024054,-0.0171802,21.85024054,21.29331495,0.01684439,-0.0171802,0.01684439,0.002526189
93,1268.963811,1310.845124,0.956769414,38.23190107,30.01844016,-0.157935813,30.01844016,47.13127591,0.115639987,-0.157935813,0.115639987,0.004607451
94,1342.698867,1395.746098,1.048683583,3.912954205,5.715128474,-0.00802891,5.715128474,10.06896607,0.003861099,-0.00802891,0.003861099,0.000868346
95,1412.714412,1520.347282,1.077537685,4.065964587,6.495956298,-0.016062479,6.495956298,12.76017427,0.008180086,-0.016062479,0.008180086,0.001326935
96,1480.958888,1651.067241,1.071511127,8.087331181,9.658815314,-0.064310765,9.658815314,21.33486741,0.034287212,-0.064310765,0.034287212,0.002180131
97,1547.696919,1793.788245,1.040562134,1.494383921,1.385657932,-0.000981011,1.385657932,3.638332079,-0.000964402,-0.000981011,-0.000964402,5.86E-05
98,1600.236902,1887.817237,1.021843751,3.871490325,3.709421401,-0.001621608,3.709421401,8.742704359,0.002298467,-0.001621608,0.002298467,0.000364964
99,1683.293801,2054.140116,0.98375815,2.327446885,2.471000421,-0.001224894,2.471000421,4.5049769,-1.65E-06,-0.001224894,-1.65E-06,0.000360578
100,1753.059093,2165.097494,0.960514934,18.07559638,17.34565123,-0.103649823,17.34565123,30.95576335,0.072162139,-0.103649823,0.072162139,0.003496957
101,1832.033912,2285.073247,0.945837992,78.28020929,43.55065585,-0.556668004,43.55065585,107.4416793,0.401521676,-0.556668004,0.401521676,0.012255366
102,1848.03137,2326.658539,0.930959642,6.701110013,8.065654149,-0.000351747,8.065654149,11.90542792,-0.00015751,-0.000351747,-0.00015751,0.001483159
103,1905.475185,2400.239309,0.907860148,3.63498667,4.626101024,-0.000376868,4.626101024,6.276131224,-0.000421235,-0.000376868,-0.000421235,0.000830424
104,1903.491455,2398.645681,0.905540685,2.087199792,2.606800178,-2.74E-06,2.606800178,3.393134413,-9.48E-07,-2.74E-06,-9.48E-07,0.000460699
105,1905.250841,2398.835714,0.935599848,6.852886814,9.258836328,-0.000111497,9.258836328,12.57380802,3.35E-05,-0.000111497,3.35E-05,0.001742656
106,1903.320567,2397.45655,0.906217577,12.5999727,16.05778394,-4.01E-05,16.05778394,20.51576198,-5.30E-05,-4.01E-05,-5.30E-05,0.002931558
107,1904.051381,2398.613122,0.906254381,29.88240091,38.12322521,-7.78E-05,38.12322521,48.68414145,-9.63E-05,-7.78E-05,-9.63E-05,0.007008335
108,1903.677672,2398.769339,0.906650343,7.552498404,9.63111878,-1.70E-05,9.63111878,12.31983293,-2.32E-05,-1.70E-05,-2.32E-05,0.001763383
109,1903.783902,2399.118851,0.906086155,1.01689384,1.283129445,1.57E-05,1.283129445,1.651767231,2.43E-05,1.57E-05,2.43E-05,0.00022475
110,1903.44017,2398.372091,0.906753544,2.182344157,2.777814384,1.09E-05,2.777814384,3.564855898,1.39E-05,1.09E-05,1.39E-05,0.000494334
111,1903.956458,2399.188664,0.905673098,8.743452255,11.13756416,-5.98E-06,11.13756416,14.21356385,-4.20E-06,-5.98E-06,-4.20E-06,0.002021867
112,1903.332043,2398.521622,0.906168672,0.682491185,0.861528287,-4.24E-06,0.861528287,1.110770146,-4.83E-06,-4.24E-06,-4.83E-06,0.000135057
113,1903.793264,2399.172254,0.905301402,12.06095264,15.35603965,-4.76E-05,15.35603965,19.57326373,-5.75E-05,-4.76E-05,-5.75E-05,0.002796809
114,1905.164015,2399.880095,0.905331513,3.479557856,4.424018124,-3.02E-05,4.424018124,5.642933307,-3.31E-05,-3.02E-05,-3.31E-05,0.000797565
115,1904.086043,2398.649622,0.905106902,28.74894242,36.60111725,-0.000130124,36.60111725,46.61524611,-0.000164234,-0.000130124,-0.000164234,0.006727414
116,1904.407076,2399.165859,0.906231101,3.370316639,4.293689552,-2.99E-05,4.293689552,5.486012177,-3.43E-05,-2.99E-05,-3.43E-05,0.00077504
117,1904.199127,2398.98135,0.906200937,3.464909357,4.415979277,-2.87E-05,4.415979277,5.643391913,-3.70E-05,-2.87E-05,-3.70E-05,0.000775239
118,1904.28955,2398.335308,0.905371721,4.748172025,6.04890909,1.60E-05,6.04890909,7.718875488,2.17E-05,1.60E-05,2.17E-05,0.001089643
